transaction_id,account_id,amount,merchant_category,location,hour_of_day,day_of_week,timestamp,is_fraud
13369,10,209.57,Fuel,"Nice, France",21,0,2025-12-01 21:39:00,0
25058,6,160.86,Clothing,"Toulouse, France",22,1,2025-12-02 22:07:00,0
14357,8,211.81,Electronics,"Toulouse, France",12,1,2025-12-02 12:45:00,0
28573,9,470.46,Groceries,"Toulouse, France",19,0,2025-12-08 19:22:00,0
14542,2,417.03,Utilities,Online,10,0,2025-12-08 10:38:00,0
41082,11,547.27,Health,Russia,10,0,2025-12-01 10:31:00,1
5158,4,211.06,Clothing,"Lyon, France",15,6,2025-12-07 15:39:00,0
19983,2,130.12,Utilities,"Paris, France",17,1,2025-12-02 17:08:00,0
26531,13,123.81,Food & Beverage,"Paris, France",21,3,2025-12-04 21:59:00,0
7454,9,112.01,Electronics,Online,8,0,2025-12-01 08:09:00,0
21977,5,306.84,Utilities,"Marseille, France",20,1,2025-12-02 20:37:00,0
11739,7,38.51,Entertainment,"Paris, France",10,5,2025-12-06 10:21:00,0
4976,13,496.86,Utilities,"Lyon, France",20,4,2025-12-05 20:12:00,0
46983,2,2085.66,Jewelry,Nigeria,2,3,2025-12-04 02:55:00,1
16591,1,187.44,Entertainment,"Paris, France",11,6,2025-12-07 11:18:00,0
24149,9,202.64,Health,"Toulouse, France",14,0,2025-12-08 14:39:00,0
3230,8,463.87,Groceries,"Toulouse, France",13,0,2025-12-08 13:39:00,0
48125,7,1143.06,Jewelry,Hong Kong,2,6,2025-12-07 02:46:00,1
45498,3,522.44,Food & Beverage,"Las Vegas, USA",22,3,2025-12-04 22:03:00,1
17713,12,100.58,Groceries,"Nice, France",18,2,2025-12-03 18:14:00,0
17514,11,378.01,Clothing,"Nice, France",21,3,2025-12-04 21:21:00,0
16439,7,439.01,Utilities,"Paris, France",8,6,2025-12-07 08:41:00,0
24178,7,65.4,Entertainment,"Paris, France",13,3,2025-12-04 13:50:00,0
34306,4,412.14,Utilities,"Nice, France",16,3,2025-12-04 16:39:00,0
2128,5,497.48,Utilities,"Nice, France",21,3,2025-12-04 21:44:00,0
6200,7,404.0,Entertainment,"Marseille, France",8,5,2025-12-06 08:13:00,0
30799,2,170.34,Utilities,"Toulouse, France",14,4,2025-12-05 14:59:00,0
20733,7,30.12,Utilities,"Paris, France",10,1,2025-12-02 10:06:00,0
48063,2,2573.99,Travel,"London, UK",3,1,2025-12-02 03:05:00,1
29041,2,194.08,Clothing,"Nice, France",8,3,2025-12-04 08:38:00,0
28594,4,23.6,Entertainment,"Nice, France",20,6,2025-12-07 20:11:00,0
1373,11,472.98,Food & Beverage,Online,15,4,2025-12-05 15:15:00,0
23062,10,313.27,Entertainment,"Lyon, France",21,3,2025-12-04 21:29:00,0
34216,13,7.81,Utilities,Online,21,1,2025-12-02 21:10:00,0
1266,11,477.82,Groceries,"Marseille, France",8,0,2025-12-08 08:20:00,0
21110,4,18.62,Utilities,"Lyon, France",14,3,2025-12-04 14:39:00,0
12326,10,218.91,Fuel,"Marseille, France",22,3,2025-12-04 22:53:00,0
27554,11,212.92,Utilities,"Marseille, France",20,5,2025-12-06 20:36:00,0
31568,3,128.15,Clothing,"Paris, France",11,5,2025-12-06 11:42:00,0
23181,6,399.64,Health,"Marseille, France",22,0,2025-12-08 22:24:00,0
16088,13,481.1,Travel,"Toulouse, France",15,6,2025-12-07 15:22:00,0
46356,2,1094.1,Travel,Hong Kong,22,1,2025-12-02 22:08:00,1
28476,7,227.36,Entertainment,"Marseille, France",10,5,2025-12-06 10:21:00,0
40911,10,1234.13,Electronics,"Paris, France",2,3,2025-12-04 02:22:00,1
23555,12,24.45,Travel,"Nice, France",13,2,2025-12-03 13:40:00,0
38677,10,285.87,Utilities,Online,15,5,2025-12-06 15:55:00,0
3335,11,386.31,Fuel,"Paris, France",22,0,2025-12-01 22:01:00,0
18121,13,53.37,Entertainment,"Marseille, France",11,3,2025-12-04 11:56:00,0
31407,4,203.96,Travel,"Toulouse, France",15,0,2025-12-01 15:15:00,0
21258,1,136.84,Clothing,"Nice, France",19,2,2025-12-03 19:46:00,0
212,9,283.03,Electronics,"Toulouse, France",13,6,2025-12-07 13:55:00,0
11359,9,422.03,Groceries,"Marseille, France",17,5,2025-12-06 17:16:00,0
23778,3,375.13,Travel,"Marseille, France",11,3,2025-12-04 11:35:00,0
23588,5,426.32,Entertainment,"Nice, France",11,2,2025-12-03 11:31:00,0
34669,4,487.76,Health,"Marseille, France",20,3,2025-12-04 20:08:00,0
41303,11,1606.9,Jewelry,"Paris, France",16,0,2025-12-01 16:02:00,1
39272,13,17.66,Utilities,Online,18,1,2025-12-02 18:58:00,0
21062,2,400.45,Fuel,Online,10,4,2025-12-05 10:59:00,0
42799,7,1642.6,Clothing,"Nice, France",3,1,2025-12-02 03:53:00,1
23381,12,359.23,Groceries,Online,18,0,2025-12-08 18:52:00,0
6918,1,261.45,Clothing,"Marseille, France",18,4,2025-12-05 18:53:00,0
49622,11,766.59,Electronics,Nigeria,1,1,2025-12-02 01:29:00,1
9178,11,219.79,Utilities,"Paris, France",22,0,2025-12-01 22:28:00,0
44455,8,2373.09,Utilities,"Dubai, UAE",7,0,2025-12-08 07:29:00,1
40160,13,907.87,Jewelry,"Nice, France",4,0,2025-12-01 04:30:00,1
14139,2,134.2,Groceries,"Paris, France",18,4,2025-12-05 18:11:00,0
16458,5,336.38,Groceries,"Paris, France",16,1,2025-12-02 16:36:00,0
31030,5,445.48,Entertainment,"Marseille, France",20,1,2025-12-02 20:19:00,0
46710,10,2027.32,Electronics,Nigeria,9,3,2025-12-04 09:36:00,1
21816,4,329.32,Fuel,"Paris, France",19,1,2025-12-02 19:33:00,0
40681,8,861.79,Electronics,Nigeria,12,6,2025-12-07 12:07:00,1
7612,13,273.98,Entertainment,"Paris, France",13,5,2025-12-06 13:47:00,0
49329,11,2178.48,Gambling,"London, UK",10,6,2025-12-07 10:56:00,1
10666,5,392.38,Electronics,"Lyon, France",21,0,2025-12-08 21:40:00,0
34817,1,78.04,Clothing,"Paris, France",12,3,2025-12-04 12:40:00,0
11592,2,487.81,Entertainment,Online,20,1,2025-12-02 20:53:00,0
14710,8,492.71,Electronics,"Lyon, France",10,5,2025-12-06 10:05:00,0
39011,13,88.98,Health,Online,19,0,2025-12-08 19:46:00,0
29070,6,405.78,Fuel,Online,13,0,2025-12-01 13:04:00,0
37509,7,27.56,Travel,"Toulouse, France",15,2,2025-12-03 15:22:00,0
26967,3,374.26,Entertainment,"Lyon, France",14,1,2025-12-02 14:23:00,0
4621,6,224.11,Entertainment,"Toulouse, France",20,0,2025-12-08 20:07:00,0
33973,10,94.15,Entertainment,"Nice, France",22,6,2025-12-07 22:17:00,0
20962,10,20.19,Electronics,"Paris, France",12,2,2025-12-03 12:31:00,0
23600,2,292.81,Electronics,"Marseille, France",8,2,2025-12-03 08:21:00,0
36089,6,211.48,Clothing,"Marseille, France",20,3,2025-12-04 20:34:00,0
11636,4,453.04,Health,"Nice, France",10,4,2025-12-05 10:25:00,0
5953,12,281.21,Food & Beverage,"Paris, France",14,1,2025-12-02 14:13:00,0
32219,1,104.72,Entertainment,Online,15,5,2025-12-06 15:09:00,0
16501,13,370.68,Clothing,"Toulouse, France",21,4,2025-12-05 21:39:00,0
45328,6,3881.2,Health,"Paris, France",17,1,2025-12-02 17:31:00,1
33853,11,291.25,Electronics,Online,13,3,2025-12-04 13:24:00,0
12110,12,36.61,Clothing,Online,17,5,2025-12-06 17:14:00,0
46128,2,1014.5,Entertainment,"Nice, France",5,4,2025-12-05 05:48:00,1
10357,4,25.39,Health,"Paris, France",21,3,2025-12-04 21:08:00,0
7424,12,347.66,Health,"Paris, France",20,0,2025-12-08 20:21:00,0
5897,6,297.92,Fuel,"Paris, France",22,1,2025-12-02 22:36:00,0
18865,7,272.05,Clothing,"Paris, France",16,0,2025-12-01 16:08:00,0
48937,5,3803.15,Clothing,Hong Kong,4,3,2025-12-04 04:15:00,1
17608,8,269.05,Electronics,"Lyon, France",19,5,2025-12-06 19:24:00,0
35753,4,77.68,Electronics,"Lyon, France",20,1,2025-12-02 20:58:00,0
8420,12,228.43,Fuel,"Marseille, France",18,2,2025-12-03 18:31:00,0
40836,13,1620.97,Jewelry,Nigeria,11,4,2025-12-05 11:05:00,1
25339,1,333.15,Clothing,"Toulouse, France",22,1,2025-12-02 22:48:00,0
17391,2,360.65,Clothing,"Lyon, France",20,4,2025-12-05 20:32:00,0
5494,13,404.38,Travel,"Toulouse, France",18,6,2025-12-07 18:48:00,0
39402,10,393.54,Travel,"Marseille, France",21,0,2025-12-08 21:50:00,0
23690,5,275.26,Fuel,"Nice, France",15,6,2025-12-07 15:59:00,0
27344,3,63.36,Fuel,"Paris, France",8,2,2025-12-03 08:08:00,0
12538,10,306.68,Travel,"Lyon, France",10,3,2025-12-04 10:27:00,0
48959,9,2142.52,Travel,"Marseille, France",19,6,2025-12-07 19:20:00,1
19743,11,169.66,Food & Beverage,"Marseille, France",12,5,2025-12-06 12:09:00,0
49775,1,809.89,Groceries,Online,3,3,2025-12-04 03:43:00,1
43862,10,935.64,Gambling,"Toulouse, France",2,0,2025-12-08 02:31:00,1
19938,4,212.45,Entertainment,"Paris, France",8,0,2025-12-08 08:30:00,0
38656,12,257.76,Electronics,"Marseille, France",11,2,2025-12-03 11:28:00,0
41918,2,3138.34,Gambling,"Marseille, France",20,5,2025-12-06 20:10:00,1
6250,12,394.83,Entertainment,"Nice, France",11,6,2025-12-07 11:49:00,0
2401,2,394.55,Electronics,"Paris, France",8,0,2025-12-01 08:21:00,0
31882,6,267.43,Food & Beverage,"Lyon, France",22,5,2025-12-06 22:01:00,0
5676,6,33.59,Fuel,"Paris, France",16,6,2025-12-07 16:17:00,0
36400,7,318.81,Food & Beverage,"Marseille, France",19,1,2025-12-02 19:11:00,0
14967,8,209.38,Electronics,"Nice, France",10,2,2025-12-03 10:52:00,0
19158,5,396.0,Utilities,"Lyon, France",10,3,2025-12-04 10:13:00,0
1347,5,285.05,Clothing,"Toulouse, France",15,2,2025-12-03 15:48:00,0
10498,1,326.19,Groceries,"Nice, France",13,3,2025-12-04 13:51:00,0
13915,5,370.88,Utilities,"Lyon, France",15,1,2025-12-02 15:35:00,0
15165,13,149.96,Travel,"Marseille, France",13,1,2025-12-02 13:53:00,0
41860,3,2159.92,Jewelry,Nigeria,9,0,2025-12-08 09:00:00,1
27938,11,477.94,Electronics,"Nice, France",19,4,2025-12-05 19:22:00,0
44734,10,1817.51,Gambling,Hong Kong,19,4,2025-12-05 19:51:00,1
40505,6,1714.6,Gambling,"Lyon, France",9,0,2025-12-01 09:57:00,1
8871,6,458.45,Fuel,Online,15,5,2025-12-06 15:22:00,0
39100,9,352.82,Electronics,"Lyon, France",18,5,2025-12-06 18:37:00,0
20968,6,245.19,Clothing,"Paris, France",12,4,2025-12-05 12:50:00,0
30244,2,231.4,Food & Beverage,"Toulouse, France",16,6,2025-12-07 16:26:00,0
40219,9,2624.48,Clothing,"Nice, France",11,4,2025-12-05 11:48:00,1
25478,13,371.92,Groceries,Online,14,6,2025-12-07 14:24:00,0
45745,13,968.4,Gambling,"Paris, France",19,6,2025-12-07 19:38:00,1
2354,1,98.1,Electronics,"Marseille, France",22,2,2025-12-03 22:41:00,0
16236,4,286.29,Electronics,"Lyon, France",12,0,2025-12-01 12:15:00,0
4189,6,370.42,Utilities,"Nice, France",9,2,2025-12-03 09:59:00,0
33927,1,359.74,Groceries,Online,21,4,2025-12-05 21:53:00,0
11444,10,198.12,Fuel,"Nice, France",22,2,2025-12-03 22:17:00,0
22215,9,223.42,Entertainment,"Marseille, France",20,1,2025-12-02 20:24:00,0
47898,4,2835.62,Food & Beverage,Russia,22,0,2025-12-08 22:49:00,1
10904,11,417.75,Food & Beverage,"Toulouse, France",8,6,2025-12-07 08:23:00,0
19017,9,390.46,Travel,Online,11,1,2025-12-02 11:15:00,0
3911,2,418.77,Entertainment,"Nice, France",17,3,2025-12-04 17:11:00,0
30971,1,424.36,Utilities,"Paris, France",14,2,2025-12-03 14:05:00,0
6365,1,454.11,Groceries,"Toulouse, France",15,1,2025-12-02 15:42:00,0
1514,13,456.98,Clothing,"Nice, France",19,0,2025-12-08 19:40:00,0
35664,8,455.9,Travel,"Marseille, France",11,0,2025-12-08 11:46:00,0
11113,12,145.57,Travel,"Lyon, France",22,5,2025-12-06 22:49:00,0
14500,2,466.2,Clothing,Online,13,3,2025-12-04 13:38:00,0
28897,4,178.68,Fuel,"Paris, France",15,1,2025-12-02 15:49:00,0
26175,3,78.54,Electronics,Online,18,0,2025-12-08 18:06:00,0
27123,9,145.49,Fuel,"Marseille, France",10,3,2025-12-04 10:24:00,0
48901,6,2490.05,Cryptocurrency,"Dubai, UAE",14,2,2025-12-03 14:59:00,1
11623,12,237.52,Electronics,"Toulouse, France",21,0,2025-12-08 21:32:00,0
17630,4,128.53,Electronics,"Nice, France",19,3,2025-12-04 19:12:00,0
44175,1,2254.43,Electronics,Online,18,4,2025-12-05 18:40:00,1
11303,6,342.77,Groceries,"Nice, France",18,1,2025-12-02 18:04:00,0
5963,3,48.45,Utilities,"Toulouse, France",15,4,2025-12-05 15:29:00,0
12875,12,490.36,Travel,Online,19,1,2025-12-02 19:43:00,0
46958,3,1966.79,Entertainment,Russia,3,5,2025-12-06 03:19:00,1
19993,4,269.31,Fuel,"Toulouse, France",18,4,2025-12-05 18:54:00,0
16555,10,448.76,Food & Beverage,"Marseille, France",9,3,2025-12-04 09:10:00,0
47171,2,1057.32,Entertainment,Russia,8,4,2025-12-05 08:18:00,1
30110,11,419.09,Fuel,"Toulouse, France",10,3,2025-12-04 10:34:00,0
23364,1,289.68,Utilities,"Toulouse, France",19,0,2025-12-08 19:47:00,0
11479,4,167.3,Utilities,"Marseille, France",11,6,2025-12-07 11:05:00,0
37610,8,287.98,Fuel,"Lyon, France",10,0,2025-12-08 10:29:00,0
43882,5,984.22,Clothing,"Toulouse, France",2,1,2025-12-02 02:07:00,1
33662,5,180.87,Health,"Marseille, France",16,1,2025-12-02 16:57:00,0
22933,2,430.45,Electronics,"Nice, France",13,5,2025-12-06 13:44:00,0
10980,12,290.2,Electronics,"Lyon, France",9,1,2025-12-02 09:35:00,0
29820,13,299.05,Groceries,"Marseille, France",17,3,2025-12-04 17:54:00,0
3351,3,454.67,Fuel,"Paris, France",11,6,2025-12-07 11:39:00,0
19978,8,403.5,Food & Beverage,"Lyon, France",17,0,2025-12-01 17:46:00,0
24944,13,250.84,Food & Beverage,"Lyon, France",12,5,2025-12-06 12:02:00,0
7452,13,198.58,Utilities,"Nice, France",8,1,2025-12-02 08:11:00,0
22672,9,305.52,Groceries,"Toulouse, France",14,0,2025-12-01 14:57:00,0
21744,11,323.2,Health,Online,19,4,2025-12-05 19:12:00,0
24189,6,390.81,Groceries,Online,21,3,2025-12-04 21:15:00,0
33262,2,215.71,Entertainment,"Marseille, France",16,2,2025-12-03 16:49:00,0
18189,3,232.54,Food & Beverage,"Marseille, France",17,0,2025-12-08 17:40:00,0
42929,8,2280.07,Food & Beverage,Online,23,0,2025-12-01 23:05:00,1
37996,8,311.57,Electronics,"Nice, France",20,1,2025-12-02 20:47:00,0
32490,5,282.75,Groceries,"Lyon, France",12,2,2025-12-03 12:45:00,0
16464,2,202.87,Fuel,"Lyon, France",14,6,2025-12-07 14:02:00,0
31338,9,275.09,Entertainment,"Nice, France",16,6,2025-12-07 16:03:00,0
42573,12,835.95,Travel,"Las Vegas, USA",1,4,2025-12-05 01:06:00,1
2951,13,215.99,Clothing,"Paris, France",8,4,2025-12-05 08:54:00,0
24420,2,244.47,Entertainment,"Marseille, France",11,0,2025-12-01 11:52:00,0
30072,8,356.18,Food & Beverage,"Marseille, France",16,5,2025-12-06 16:35:00,0
29059,3,149.92,Groceries,"Toulouse, France",16,0,2025-12-08 16:50:00,0
49679,5,1561.57,Fuel,"Toulouse, France",2,0,2025-12-01 02:40:00,1
5701,8,459.61,Electronics,"Nice, France",14,1,2025-12-02 14:09:00,0
28736,11,151.79,Health,"Nice, France",17,2,2025-12-03 17:21:00,0
22727,6,222.27,Travel,"Toulouse, France",18,3,2025-12-04 18:41:00,0
25379,13,61.35,Fuel,"Nice, France",14,0,2025-12-01 14:05:00,0
2111,9,195.08,Entertainment,"Paris, France",15,6,2025-12-07 15:27:00,0
10503,4,152.45,Travel,"Nice, France",17,0,2025-12-08 17:51:00,0
32134,9,158.12,Electronics,"Marseille, France",15,4,2025-12-05 15:18:00,0
37797,10,402.35,Food & Beverage,"Marseille, France",17,2,2025-12-03 17:36:00,0
40133,5,3437.31,Cryptocurrency,Online,5,0,2025-12-01 05:06:00,1
33157,4,113.41,Groceries,"Toulouse, France",13,6,2025-12-07 13:41:00,0
29537,2,85.61,Clothing,"Marseille, France",12,1,2025-12-02 12:17:00,0
37443,7,460.05,Health,"Marseille, France",15,4,2025-12-05 15:40:00,0
3373,1,139.42,Entertainment,"Marseille, France",9,3,2025-12-04 09:00:00,0
20454,12,448.85,Groceries,"Toulouse, France",20,4,2025-12-05 20:04:00,0
37990,8,365.58,Health,"Marseille, France",17,3,2025-12-04 17:03:00,0
16129,10,185.5,Food & Beverage,"Paris, France",9,0,2025-12-08 09:29:00,0
41170,3,4989.75,Clothing,"Las Vegas, USA",20,5,2025-12-06 20:31:00,1
22924,10,382.35,Health,"Nice, France",20,0,2025-12-08 20:45:00,0
38801,10,104.38,Entertainment,"Paris, France",19,1,2025-12-02 19:58:00,0
17654,4,264.36,Clothing,"Lyon, France",21,0,2025-12-01 21:20:00,0
8656,8,205.96,Travel,"Lyon, France",11,6,2025-12-07 11:17:00,0
23121,12,56.67,Electronics,"Paris, France",19,1,2025-12-02 19:54:00,0
22829,4,208.17,Health,"Paris, France",21,3,2025-12-04 21:41:00,0
32054,1,443.55,Fuel,"Marseille, France",14,5,2025-12-06 14:19:00,0
15589,1,40.72,Utilities,"Lyon, France",19,4,2025-12-05 19:17:00,0
13863,12,230.71,Groceries,"Paris, France",11,6,2025-12-07 11:52:00,0
49447,6,1445.77,Clothing,Hong Kong,1,3,2025-12-04 01:05:00,1
5697,2,337.56,Fuel,"Nice, France",14,0,2025-12-08 14:05:00,0
29511,12,417.49,Entertainment,"Toulouse, France",22,1,2025-12-02 22:10:00,0
11078,9,47.7,Entertainment,"Paris, France",11,2,2025-12-03 11:35:00,0
48079,13,1897.74,Gambling,"Las Vegas, USA",0,3,2025-12-04 00:49:00,1
4878,13,318.72,Utilities,"Paris, France",12,0,2025-12-01 12:50:00,0
30380,12,380.48,Electronics,"Marseille, France",22,3,2025-12-04 22:31:00,0
12237,9,379.96,Groceries,"Nice, France",17,0,2025-12-01 17:37:00,0
35368,3,143.49,Travel,"Lyon, France",11,1,2025-12-02 11:51:00,0
22012,12,225.26,Travel,Online,14,4,2025-12-05 14:14:00,0
63,6,392.28,Health,Online,21,3,2025-12-04 21:17:00,0
5692,8,100.55,Utilities,"Paris, France",9,0,2025-12-01 09:04:00,0
33962,5,232.85,Utilities,"Toulouse, France",17,3,2025-12-04 17:23:00,0
6067,9,444.43,Electronics,"Paris, France",9,5,2025-12-06 09:45:00,0
30242,5,154.25,Health,Online,15,0,2025-12-08 15:43:00,0
22270,12,307.86,Groceries,"Lyon, France",19,6,2025-12-07 19:45:00,0
25374,2,397.77,Food & Beverage,Online,17,4,2025-12-05 17:39:00,0
45638,4,1309.44,Electronics,Online,5,2,2025-12-03 05:58:00,1
41421,12,1613.11,Fuel,Russia,1,6,2025-12-07 01:26:00,1
41529,2,1896.29,Electronics,"Las Vegas, USA",16,3,2025-12-04 16:53:00,1
47540,4,1080.44,Cryptocurrency,"Paris, France",3,1,2025-12-02 03:32:00,1
43064,10,1262.85,Cryptocurrency,"London, UK",17,2,2025-12-03 17:36:00,1
31959,11,380.65,Fuel,"Nice, France",12,4,2025-12-05 12:57:00,0
17444,12,477.37,Fuel,"Marseille, France",14,0,2025-12-08 14:18:00,0
36727,3,20.21,Utilities,"Paris, France",12,4,2025-12-05 12:06:00,0
16688,8,357.11,Entertainment,"Paris, France",19,0,2025-12-08 19:47:00,0
19784,2,195.81,Fuel,"Paris, France",8,3,2025-12-04 08:01:00,0
14318,5,429.3,Groceries,"Paris, France",15,1,2025-12-02 15:56:00,0
40454,2,2412.34,Food & Beverage,"Nice, France",4,1,2025-12-02 04:53:00,1
19291,3,168.16,Health,"Nice, France",12,4,2025-12-05 12:49:00,0
4113,3,216.87,Health,"Lyon, France",13,0,2025-12-01 13:53:00,0
48569,8,2035.96,Cryptocurrency,Nigeria,5,0,2025-12-08 05:05:00,1
46121,6,4698.28,Fuel,Online,9,6,2025-12-07 09:43:00,1
15052,4,89.99,Health,"Nice, France",19,5,2025-12-06 19:13:00,0
2749,5,346.5,Food & Beverage,Online,16,4,2025-12-05 16:47:00,0
5216,12,420.76,Electronics,Online,16,6,2025-12-07 16:25:00,0
34357,2,487.9,Health,Online,8,6,2025-12-07 08:05:00,0
17939,10,494.19,Electronics,"Marseille, France",15,2,2025-12-03 15:24:00,0
6586,1,75.91,Food & Beverage,"Paris, France",14,2,2025-12-03 14:51:00,0
33142,8,344.51,Clothing,"Lyon, France",13,1,2025-12-02 13:06:00,0
49752,5,1946.16,Entertainment,"Paris, France",18,5,2025-12-06 18:32:00,1
13129,6,460.04,Food & Beverage,Online,22,3,2025-12-04 22:26:00,0
20280,12,24.72,Health,"Lyon, France",17,3,2025-12-04 17:59:00,0
15389,6,443.59,Travel,"Nice, France",21,5,2025-12-06 21:18:00,0
10285,5,492.93,Health,"Nice, France",17,3,2025-12-04 17:10:00,0
47569,9,3502.45,Gambling,Online,19,0,2025-12-08 19:05:00,1
27388,4,423.22,Health,"Lyon, France",17,2,2025-12-03 17:00:00,0
243,10,279.39,Groceries,"Toulouse, France",22,3,2025-12-04 22:20:00,0
40943,9,955.69,Gambling,"Paris, France",23,4,2025-12-05 23:25:00,1
36912,7,14.04,Food & Beverage,Online,10,2,2025-12-03 10:53:00,0
9434,2,350.88,Fuel,Online,20,0,2025-12-08 20:48:00,0
36282,4,30.37,Entertainment,"Lyon, France",15,5,2025-12-06 15:34:00,0
4208,1,293.48,Entertainment,"Toulouse, France",17,0,2025-12-08 17:34:00,0
9450,5,382.28,Electronics,"Toulouse, France",9,6,2025-12-07 09:37:00,0
37403,13,305.95,Utilities,"Paris, France",8,6,2025-12-07 08:45:00,0
48039,12,2604.94,Cryptocurrency,"Las Vegas, USA",16,5,2025-12-06 16:18:00,1
5249,10,163.14,Entertainment,"Toulouse, France",20,3,2025-12-04 20:46:00,0
48309,13,1636.94,Fuel,Russia,15,5,2025-12-06 15:40:00,1
4396,7,234.69,Travel,"Paris, France",13,3,2025-12-04 13:37:00,0
39421,8,460.18,Health,"Toulouse, France",14,0,2025-12-08 14:31:00,0
30341,12,428.02,Fuel,"Paris, France",16,6,2025-12-07 16:44:00,0
47413,8,547.64,Travel,Russia,8,0,2025-12-01 08:21:00,1
48960,7,1880.46,Cryptocurrency,"London, UK",5,4,2025-12-05 05:08:00,1
2029,13,249.24,Health,"Marseille, France",19,5,2025-12-06 19:53:00,0
44836,12,2761.55,Cryptocurrency,"Toulouse, France",15,4,2025-12-05 15:01:00,1
40449,10,2369.13,Gambling,"Paris, France",0,0,2025-12-01 00:56:00,1
42668,8,970.11,Cryptocurrency,"Lyon, France",3,5,2025-12-06 03:00:00,1
2346,8,472.29,Utilities,"Paris, France",13,3,2025-12-04 13:23:00,0
5182,2,7.13,Health,"Paris, France",11,2,2025-12-03 11:27:00,0
41890,1,1704.15,Cryptocurrency,"Nice, France",13,3,2025-12-04 13:50:00,1
42814,6,1886.17,Travel,"Las Vegas, USA",3,1,2025-12-02 03:50:00,1
19788,2,366.32,Entertainment,"Nice, France",9,1,2025-12-02 09:46:00,0
20443,11,118.54,Health,"Toulouse, France",14,0,2025-12-08 14:51:00,0
35439,9,281.71,Entertainment,"Nice, France",13,3,2025-12-04 13:04:00,0
19539,10,204.25,Electronics,"Toulouse, France",17,1,2025-12-02 17:49:00,0
4358,12,376.9,Food & Beverage,"Toulouse, France",17,1,2025-12-02 17:14:00,0
39086,2,196.72,Clothing,"Nice, France",22,4,2025-12-05 22:41:00,0
23324,8,87.38,Food & Beverage,"Nice, France",12,3,2025-12-04 12:09:00,0
4571,3,428.06,Entertainment,"Lyon, France",14,6,2025-12-07 14:53:00,0
10979,10,297.64,Entertainment,"Nice, France",16,6,2025-12-07 16:21:00,0
36409,11,472.22,Food & Beverage,"Paris, France",14,0,2025-12-08 14:52:00,0
15582,8,309.91,Utilities,"Marseille, France",15,5,2025-12-06 15:46:00,0
15986,2,385.9,Electronics,"Lyon, France",17,0,2025-12-08 17:46:00,0
14503,2,43.16,Electronics,"Paris, France",19,5,2025-12-06 19:22:00,0
22705,7,57.22,Travel,"Toulouse, France",18,5,2025-12-06 18:31:00,0
28643,5,279.21,Groceries,"Paris, France",12,3,2025-12-04 12:04:00,0
36467,11,124.71,Travel,"Marseille, France",20,3,2025-12-04 20:23:00,0
31938,13,258.17,Fuel,Online,19,0,2025-12-08 19:53:00,0
6761,5,184.6,Clothing,"Marseille, France",9,4,2025-12-05 09:48:00,0
8124,3,446.65,Fuel,"Marseille, France",14,3,2025-12-04 14:41:00,0
3655,12,197.94,Food & Beverage,"Nice, France",14,3,2025-12-04 14:11:00,0
17590,12,23.39,Groceries,"Marseille, France",11,4,2025-12-05 11:50:00,0
49273,11,2240.95,Electronics,Nigeria,15,0,2025-12-01 15:04:00,1
29234,9,245.91,Utilities,"Paris, France",13,5,2025-12-06 13:31:00,0
36403,1,122.78,Health,"Nice, France",11,5,2025-12-06 11:50:00,0
35193,8,15.88,Fuel,Online,16,1,2025-12-02 16:50:00,0
38232,6,179.57,Travel,"Marseille, France",17,3,2025-12-04 17:39:00,0
17998,4,105.11,Groceries,"Lyon, France",21,0,2025-12-08 21:16:00,0
27412,11,178.05,Electronics,Online,18,5,2025-12-06 18:03:00,0
38974,4,404.4,Clothing,Online,17,0,2025-12-01 17:30:00,0
14113,10,230.6,Electronics,Online,13,0,2025-12-08 13:38:00,0
46898,4,346.64,Groceries,Nigeria,1,6,2025-12-07 01:05:00,1
20713,9,171.14,Fuel,Online,16,0,2025-12-08 16:13:00,0
10977,4,261.28,Groceries,Online,18,4,2025-12-05 18:49:00,0
10994,7,282.29,Health,"Nice, France",17,5,2025-12-06 17:29:00,0
3710,7,472.01,Food & Beverage,"Marseille, France",17,4,2025-12-05 17:55:00,0
16702,7,443.95,Food & Beverage,"Marseille, France",11,3,2025-12-04 11:52:00,0
48171,11,395.78,Fuel,Russia,5,6,2025-12-07 05:40:00,1
36504,10,29.65,Food & Beverage,"Marseille, France",13,1,2025-12-02 13:41:00,0
11069,13,21.42,Clothing,"Toulouse, France",16,3,2025-12-04 16:48:00,0
3414,7,135.58,Utilities,Online,21,2,2025-12-03 21:09:00,0
42184,1,2689.17,Cryptocurrency,Online,1,0,2025-12-08 01:00:00,1
21361,8,38.43,Clothing,"Toulouse, France",19,2,2025-12-03 19:31:00,0
45710,3,1124.03,Utilities,"Paris, France",0,0,2025-12-01 00:03:00,1
3166,8,85.55,Fuel,"Lyon, France",17,1,2025-12-02 17:09:00,0
22676,7,268.64,Food & Beverage,Online,16,6,2025-12-07 16:29:00,0
32374,10,49.83,Clothing,Online,15,0,2025-12-01 15:15:00,0
31425,10,458.14,Health,"Paris, France",16,0,2025-12-08 16:00:00,0
42464,10,3691.79,Cryptocurrency,"Lyon, France",11,5,2025-12-06 11:47:00,1
35853,4,16.59,Health,"Toulouse, France",22,0,2025-12-08 22:15:00,0
11411,10,389.04,Electronics,"Toulouse, France",10,1,2025-12-02 10:10:00,0
